1000;1000
661,13
100
537,353,5
9,679
240,492
615,563
250,86
322,197
928,310
245,659
829,447
457,787
196,308
281,591
730,611
84,254
973,350
596,417,33
315,294,59
36,759
119,143
953,354
992,186
37,408,94
164,29
862,609
206,398
981,137
677,35
592,302
730,553
111,859
43,278
75,198
56,290
310,203
422,843,96
509,666
89,564
65,265
309,930
996,648,47
656,195
52,98
276,412
540,855
146,694
723,459
493,787
539,694
4,746
281,237,45
783,724
833,113
471,574
582,796
375,743
37,613
67,563
429,207
675,100
420,703
340,273
61,809
884,920
301,775
380,77
841,706
105,279
752,258
250,564
548,232
404,729
814,979
902,719
602,408
437,140
819,453
75,321
452,936
340,827
218,689
238,548,16
490,190
743,526
969,170
151,716
756,177
707,480
662,783
853,582
552,997
168,941
313,208,3
829,859
219,340
975,318
711,69
852,888
37,648
694,834
182,189
