1000000;1000000
915500,303955
10000
907046,45283
199407,155466
481464,998818
615152,253387
351411,988531
374951,464145
50530,898620
850490,758919
344463,566586
818476,889023
938813,101134
203278,60651
516604,778041
766031,184646
35117,924245
951646,951406
751890,964296
306810,716879
14860,25158
406940,952088
408693,377204
815309,824638
362588,535160
497034,40125
75147,546443
225724,637689
997526,399789
997984,740161
466472,599421
269453,373589
885825,406219
152421,243292
888107,247776
175724,491565
917849,762773
946760,404719
9817,544499
22746,914299
853727,109093
465308,782159
402628,639927
129496,247086,7897
134646,562401
636322,902743
884202,89298
243017,397520
53055,973879
121088,693288
293757,754252
510334,435794
82832,277429
713183,674073
162704,100736
537043,552753
804942,869310
857225,373119
59810,26512
244058,905768
443405,905845
482685,664014
787242,236265
175611,181509
625930,44915
702473,911104
158799,265024
122076,155734
798985,952988
679185,555994
131565,550596
479143,140131
697643,190103
39529,720274
524510,342469
677831,387787
798456,879670
570228,768368
630390,164368
172846,773945
731783,933492
447697,98436
456002,465223
904651,275780
284607,643071
556600,246512
308536,925975
146876,254599
256981,619722
802469,248645
732197,456028
272897,869121
256219,406735
666751,182714
195822,463900
162267,27093
705649,358458
698341,903956
651461,288744
244344,419840
780726,304904
1310,745328
332078,157684
464128,144259
699105,958681
781852,198481
760035,727093
212941,120986
657253,497809
309404,409246
378109,497259
485780,304450
126074,207477
409236,646889
7491,141392
768520,123160
522531,232682
283194,530697
240186,434112
492300,515113
339988,515024
12282,950950
505337,40382
702538,394233
671317,316355
630887,363385
204387,231791
661078,660782
171315,471902
517770,850945
569059,773559
767034,801032
192269,599041,5190
597255,264585,3476
612507,572990
314257,873356,7194
718620,208498
858297,550266
602593,432765
636814,88091
799472,476972
43909,796620
877528,453448
735867,10196
785727,389638
112273,233990
765350,830681
736422,94746
66876,198721
295797,932166
736671,910025
656798,794789
599883,625529
948127,331705
691167,881679
410570,621554
916842,396059
669206,383455
687629,257555
479505,130836
802996,150335
429365,43240
472846,715462
634601,775634
906379,421181
704989,374089
795663,925712
674859,661860
559710,564603
90738,154518
405668,710846
117160,673212
259019,164143
197128,97812
257386,419283
100233,271418
288377,728658
977056,847211
530592,100266
540369,770877
668927,48248
115927,968183
974574,751464
714359,787326
706580,430246
615346,390602
938329,396163
199884,518066
982389,262350
737115,131712
732460,928744
246108,801171
936890,157537
321563,185319
166861,459182
269504,64071
75198,203378
432984,730548
5557,268190
462090,249305
494511,238544
589023,35891
109260,979964
161738,194279
475385,589578
515596,103816
389599,977467
696643,606261
289741,954406
747702,933872
528170,711673
558452,890945
970017,572768
283329,854494
154315,170067
193816,247444
252557,418055
340518,965441
323022,459826
103347,122496
579408,664677
308513,994432
630972,179369
651378,52895
155419,479137
811580,454799
501957,923891
7170,722176
583947,993767
447198,39925
153690,248494
821913,595765
423233,258973
126674,53299
703496,799830
691890,545917
101456,804300
954992,912629
505713,419644
206526,20536
920184,136322
827253,993188
987907,976822
564908,346570
453137,135588
413719,450825
435264,43583
860126,224281
340427,822022
198653,782338
35145,578765
71844,560879
196705,146397
238695,955884
743321,717796
230787,633938
357145,275423
215376,711164
68705,428495
729193,955192
716722,763924
861340,917039
758374,488358
260569,958978
533769,802873
874635,790505
948589,53782
256167,170285
128830,332688
698040,686370
70411,740154
524173,74054
694928,864044
784987,722542
758859,459661
162271,510566
476471,619728
371004,879668
581104,664991
559927,907160
660607,317802
236889,377187
705388,204253
567410,464254
573650,15080
400122,947852
338691,304189,3908
284607,113957
750599,359185
289100,572714
639315,735461
851740,705202
996900,729901
992564,176239
624748,284744
406553,899820
912555,878124
900489,793869
660148,616318
672796,670419
777370,279991
318640,92148
904698,842137
360072,729109
686950,393653
684669,971385
39575,265518
115707,945665
316944,81268
848867,905869
544681,687892
725484,331973
792030,382893
216622,975149
664583,964288
192407,587105
26517,290277
836168,754578
333455,228011
641996,644856
269505,336086
510964,91568
301620,677243
199224,447568
408845,119555
250207,240548
652408,79183
162262,304488
764688,210117
926002,720116
767036,600768
938666,50729
337993,89553
459981,265049
515993,956217
982987,110587
572841,497830
817850,74670
363540,651398
621414,868465
68379,798823
824397,478654
221269,620175
595887,154177
737439,75173
369101,441633
617227,362474
636864,349877
377104,820758
45485,366781
719571,181071
233529,122713
118061,155010
971513,367715
255395,496852
858168,414269
506097,76704
925376,846190
518072,681173
620297,113542
460518,188112
395266,770733
989467,127459
779751,441625
71056,8356
567860,70075
433054,180407
297268,725916
123322,898971
76528,470895
63328,577624
956633,35582
794797,740599
49337,762203
748034,977450
768046,933799
956106,569746
413894,722454
349239,876661
883520,741810
336809,43703
692260,211028
627717,520461
37355,198134
499848,802223
780234,286349
70560,119202
345139,633473
645194,418311
428116,826195
603799,407233
214875,306402
960666,885767
292288,962381
830026,269903
25724,856759
775955,322598
4488,26407
585565,403824
24999,46781
649995,792950
361006,797848
449879,209168
691957,822702
880766,921722
303352,830569
337566,719053,3140
553775,758718
764006,703697
450840,527560
381408,413892
44946,681724
636215,622997
426753,209218
98266,939275
690229,859760
114010,517963
108382,58181
42271,216331
224728,448367
849637,365428
862679,896370
304105,168990
142947,970418
356074,780428
219587,285039
415090,352827
661402,343275
673426,316656
565671,160251
665145,701627
499542,299403
416414,124841
423682,431965
968518,494265
23131,411552
883544,460474
349616,400402
428223,259645
884468,40112
933725,775827
715556,984485
495403,849414
632301,551625
567250,465474
198055,970538
100802,827255
894817,428681
687238,341188
864512,593768
675829,577435
362107,836965
976193,579151
931427,948531
551794,828640
444101,661545
463941,845785
858335,838355
493727,352811
848738,876096
135609,483134
585586,906518
78243,188728
801242,97018
654658,838657
820764,213935
80961,989731
494763,39840
246811,438058
451561,543597
621519,466665
668776,845659
166065,499749
205893,907880
252749,851233
679668,626169
765933,116680
808414,763952
623807,560533
191803,273632
817548,974787
335009,778953
910018,212987
683306,91724
695242,66101
797418,501273
446697,4227
416734,65887
123344,690934
288314,393646
681743,260858
397059,553582
76484,824331
583419,753101
198107,65723
666238,553821
384765,721780
643682,898288
269434,202622
452913,151339
792652,226759
688082,770508
109265,915010
784659,646276
479297,948722
682458,710459
17063,63301
498422,924962
440711,940589
742410,297764
43242,534646
785864,221512
232418,949147
559012,346073
559735,200385
523527,367930
561328,943642
51251,814235
926081,952391
250019,605705
129761,243317
77781,243271
789018,378071
390741,490818
927935,184118
881203,863734
741186,164229
848699,340089
752616,600856
963040,858422
761736,330940
184807,474811
405311,706606
32911,962439
951280,607237
289103,389336
548636,284655
657880,817793
828158,391946
333136,265494
837356,130540
368088,112829
720398,653703
347152,482285
13893,301804
730046,336137
237876,677278
230294,259349
727722,329865
326053,116995
469803,715766
163722,763674
99971,754960
570550,400962
740282,908819
833453,610711
462882,492290
564295,936602
302255,534813
264808,700585
720893,573025
165481,255389
79458,242836
568847,774740
172918,957226
571948,602119
438075,208649
962380,827716
156957,534425,4559
425852,619040
308462,888452
581918,348629
671817,529192
468635,992207
680410,455382
534616,459478
801792,452982
74993,867401
432534,877097
682024,999926
202964,383485
926520,117659
117794,660057
264437,247904
471138,828281
393580,103246
940712,708176
248406,207598
436444,748026
454282,752221
600645,141936
190116,35082
354580,377162
13211,33787
902927,65119
866126,109233
94980,701482
797022,212158
972926,971406
735497,265928
229534,733454
300428,316527
790178,169848
222870,494456
930952,145690
665079,838277
451565,790723
325790,433932,159
373584,958736,3587
73512,409975
775216,219999
490576,688572
863410,755894
583235,86382
223029,246093
208891,920990
497641,744898
158853,261951
400698,118747
632321,146282
879590,536771
731140,200823
190975,720051
569992,729855
170206,999354
590011,803758
6729,768183
575162,261849
646513,755468
115867,536070
271104,32546
901722,875852
